query,page,device,country,clicks,impressions,ctr,position,date_start,date_end,page_path
affordable scandinavian design brands,https://moderncre8ve.com/EN-CA/articles/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,10.0,2026-03-01,2026-03-08,/EN-CA/articles/best-scandinavian-furniture-online
affordable scandinavian design brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,6,0.0,4.7,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/EN-CA/articles/best-scandinavian-furniture-online,MOBILE,gbr,0,1,0.0,23.0,2026-03-01,2026-03-08,/EN-CA/articles/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,bra,0,1,0.0,21.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,can,0,1,0.0,16.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,gbr,0,16,0.0,19.6,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,2,0.0,10.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,can,0,1,0.0,19.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,gbr,0,27,0.0,21.9,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,swe,0,1,0.0,9.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,1,0.0,15.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,gbr,0,1,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,che,0,1,0.0,9.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,gbr,0,1,0.0,17.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,2,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,TABLET,usa,0,3,0.0,5.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian furniture canada,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,21.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,bra,0,1,0.0,6.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,11.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,arg,0,1,0.0,11.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,bra,0,1,0.0,5.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,fra,0,1,0.0,8.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,idn,0,2,0.0,14.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,prt,0,1,0.0,17.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
affordable scandinavian style furniture germany,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,3,0.0,11.3,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
all modern furniture,https://moderncre8ve.com/,DESKTOP,usa,0,1,0.0,15.0,2026-03-01,2026-03-08,/
all modern furniture,https://moderncre8ve.com/,MOBILE,usa,0,1,0.0,5.0,2026-03-01,2026-03-08,/
all wood mid century dining table and chairs,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,DESKTOP,usa,0,4,0.0,16.5,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
all wood mid century dining table and chairs,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,MOBILE,usa,0,6,0.0,16.2,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
altre marche?,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,ita,0,1,0.0,8.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
ambos,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,arg,0,1,0.0,4.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
american crafted furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/discover-the-pinnacle-of-handcrafted-furniture-top-10-furniture-makers-in-the-usa-2023-2024,MOBILE,usa,0,1,0.0,10.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/discover-the-pinnacle-of-handcrafted-furniture-top-10-furniture-makers-in-the-usa-2023-2024
american furniture designers,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/discover-the-pinnacle-of-handcrafted-furniture-top-10-furniture-makers-in-the-usa-2023-2024,DESKTOP,isr,0,1,0.0,37.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/discover-the-pinnacle-of-handcrafted-furniture-top-10-furniture-makers-in-the-usa-2023-2024
american made dining chairs,https://moderncre8ve.com/collections/modern-dining-chairs,DESKTOP,usa,0,1,0.0,55.0,2026-03-01,2026-03-08,/collections/modern-dining-chairs
american made dining room chairs,https://moderncre8ve.com/products/the-vista-modern-dining-chair,DESKTOP,usa,0,1,0.0,77.0,2026-03-01,2026-03-08,/products/the-vista-modern-dining-chair
american made mid century modern furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve,MOBILE,usa,0,2,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve
american mid century furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve,MOBILE,usa,0,1,0.0,15.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve
american modern furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve,DESKTOP,usa,0,1,0.0,30.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve
american modern furniture company,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve,DESKTOP,usa,0,1,0.0,20.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve
amish furniture,https://moderncre8ve.com/collections/mid-century-modern,DESKTOP,usa,0,1,0.0,7.0,2026-03-01,2026-03-08,/collections/mid-century-modern
amish kitchen cabinets near me,https://moderncre8ve.com/pages/custom-kitchen-cabinets-cleveland,DESKTOP,usa,0,12,0.0,23.4,2026-03-01,2026-03-08,/pages/custom-kitchen-cabinets-cleveland
amish kitchen cabinets near me,https://moderncre8ve.com/pages/custom-kitchen-cabinets-cleveland,MOBILE,usa,0,1,0.0,6.0,2026-03-01,2026-03-08,/pages/custom-kitchen-cabinets-cleveland
amish mid century modern furniture,https://moderncre8ve.com/collections/mid-century-modern,DESKTOP,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/collections/mid-century-modern
amish mid century modern furniture,https://moderncre8ve.com/collections/mid-century-modern,MOBILE,usa,0,3,0.0,4.7,2026-03-01,2026-03-08,/collections/mid-century-modern
amish mid century modern furniture,https://moderncre8ve.com/collections/mid-century-modern,TABLET,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/collections/mid-century-modern
amish modern,https://moderncre8ve.com/collections/mid-century-modern,MOBILE,usa,0,1,0.0,6.0,2026-03-01,2026-03-08,/collections/mid-century-modern
analyze the design aesthetics of modern minimalist nightstands against scandinavian style ones,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandi-modern-furniture-style-differences-explained,DESKTOP,usa,0,2,0.0,8.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandi-modern-furniture-style-differences-explained
antique furniture wax,https://moderncre8ve.com/products/lareauxs-furniture-wax,MOBILE,usa,0,3,0.0,1.0,2026-03-01,2026-03-08,/products/lareauxs-furniture-wax
antique wax for furniture,https://moderncre8ve.com/products/lareauxs-furniture-wax,MOBILE,usa,0,1,0.0,1.0,2026-03-01,2026-03-08,/products/lareauxs-furniture-wax
are there storage options available with mid-century modern dining tables?,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,DESKTOP,usa,0,1,0.0,56.0,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
article furniture,https://moderncre8ve.com/,MOBILE,usa,0,1,0.0,3.0,2026-03-01,2026-03-08,/
article furniture,https://moderncre8ve.com/collections/mid-century-modern,MOBILE,usa,0,1,0.0,3.0,2026-03-01,2026-03-08,/collections/mid-century-modern
artisan chairs,https://moderncre8ve.com/collections/modern-dining-chairs,DESKTOP,usa,0,1,0.0,88.0,2026-03-01,2026-03-08,/collections/modern-dining-chairs
astrid buffet,https://moderncre8ve.com/products/the-astrid-mid-century-modern-sideboard-buffet,MOBILE,bra,0,1,0.0,1.0,2026-03-01,2026-03-08,/products/the-astrid-mid-century-modern-sideboard-buffet
astrid mid century dining chair,https://moderncre8ve.com/products/the-astrid-mid-century-modern-sideboard-buffet,DESKTOP,usa,0,1,0.0,22.0,2026-03-01,2026-03-08,/products/the-astrid-mid-century-modern-sideboard-buffet
astrid mid century dining chair,https://moderncre8ve.com/products/the-astrid-mid-century-modern-sideboard-buffet,MOBILE,usa,0,1,0.0,25.0,2026-03-01,2026-03-08,/products/the-astrid-mid-century-modern-sideboard-buffet
astrid mid century dining table,https://moderncre8ve.com/products/the-astrid-mid-century-modern-sideboard-buffet,DESKTOP,usa,0,2,0.0,10.0,2026-03-01,2026-03-08,/products/the-astrid-mid-century-modern-sideboard-buffet
astrid mid century dining table,https://moderncre8ve.com/products/the-astrid-mid-century-modern-sideboard-buffet,MOBILE,usa,0,3,0.0,11.7,2026-03-01,2026-03-08,/products/the-astrid-mid-century-modern-sideboard-buffet
astrid mid century extension dining table,https://moderncre8ve.com/products/the-astrid-mid-century-modern-sideboard-buffet,MOBILE,usa,0,1,0.0,11.0,2026-03-01,2026-03-08,/products/the-astrid-mid-century-modern-sideboard-buffet
awesome modern furniture,https://moderncre8ve.com/collections/best-sellers,DESKTOP,idn,0,4,0.0,37.2,2026-03-01,2026-03-08,/collections/best-sellers
basic witz furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve,DESKTOP,usa,0,1,0.0,3.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/title-top-5-modern-mid-century-furniture-companies-you-should-know-2022-moderncre8ve
bed design,https://moderncre8ve.com/products/upton-handmade-scandinavian-inspired-bed-frame,MOBILE,pak,0,1,0.0,96.0,2026-03-01,2026-03-08,/products/upton-handmade-scandinavian-inspired-bed-frame
bed design modern,https://moderncre8ve.com/products/bosco-walnut-mid-century-modern-bed-handmade,MOBILE,npl,0,1,0.0,10.0,2026-03-01,2026-03-08,/products/bosco-walnut-mid-century-modern-bed-handmade
bed frame design,https://moderncre8ve.com/products/bosco-walnut-mid-century-modern-bed-handmade?variant=39388366340198,MOBILE,phl,0,1,0.0,42.0,2026-03-01,2026-03-08,/products/bosco-walnut-mid-century-modern-bed-handmade?variant=39388366340198
bed frame inspo,https://moderncre8ve.com/products/upton-handmade-scandinavian-inspired-bed-frame,DESKTOP,nga,0,2,0.0,3.0,2026-03-01,2026-03-08,/products/upton-handmade-scandinavian-inspired-bed-frame
bed frame inspo,https://moderncre8ve.com/products/upton-handmade-scandinavian-inspired-bed-frame,DESKTOP,usa,0,2,0.0,2.5,2026-03-01,2026-03-08,/products/upton-handmade-scandinavian-inspired-bed-frame
bed frame inspo,https://moderncre8ve.com/products/upton-handmade-scandinavian-inspired-bed-frame,MOBILE,usa,0,3,0.0,3.7,2026-03-01,2026-03-08,/products/upton-handmade-scandinavian-inspired-bed-frame
bed frame scandinavian,https://moderncre8ve.com/products/upton-handmade-scandinavian-inspired-bed-frame,DESKTOP,usa,0,1,0.0,4.0,2026-03-01,2026-03-08,/products/upton-handmade-scandinavian-inspired-bed-frame
bed frame scandinavian style,https://moderncre8ve.com/products/upton-handmade-scandinavian-inspired-bed-frame?variant=45605067063595,DESKTOP,usa,0,1,0.0,6.0,2026-03-01,2026-03-08,/products/upton-handmade-scandinavian-inspired-bed-frame?variant=45605067063595
bed frames aiken,https://moderncre8ve.com/products/van-aiken-boho-bed-fram,DESKTOP,usa,0,4,0.0,16.8,2026-03-01,2026-03-08,/products/van-aiken-boho-bed-fram
bed frames boho,https://moderncre8ve.com/products/van-aiken-boho-bed-fram,DESKTOP,nld,0,1,0.0,3.0,2026-03-01,2026-03-08,/products/van-aiken-boho-bed-fram
bed frames boho,https://moderncre8ve.com/products/van-aiken-boho-bed-fram,MOBILE,usa,0,1,0.0,7.0,2026-03-01,2026-03-08,/products/van-aiken-boho-bed-fram
bed frames minimalist,https://moderncre8ve.com/products/minimalist-bed-frame-ohio,MOBILE,usa,0,1,0.0,14.0,2026-03-01,2026-03-08,/products/minimalist-bed-frame-ohio
